Points;Place;Candidate;Vote;Country;Name;Sex;Type
5;First;Sadio Mané;Captain;Sudan;Akram Alhadi;Men's;Player
3;Second;Thiago Alcântara;Captain;Sudan;Akram Alhadi;Men's;Player
1;Third;Cristiano Ronaldo;Captain;Sudan;Akram Alhadi;Men's;Player
5;First;Virgil van Dijk;Captain;Suriname;Claidel Kohinor Rivano Furgill Suriname;Men's;Player
3;Second;Thiago Alcântara;Captain;Suriname;Claidel Kohinor Rivano Furgill Suriname;Men's;Player
1;Third;Lionel Messi;Captain;Suriname;Claidel Kohinor Rivano Furgill Suriname;Men's;Player
5;First;Robert Lewandowski;Captain;Sweden;Markus Berg;Men's;Player
3;Second;Cristiano Ronaldo;Captain;Sweden;Markus Berg;Men's;Player
1;Third;Kevin De Bruyne;Captain;Sweden;Markus Berg;Men's;Player
5;First;Robert Lewandowski;Captain;Switzerland;Granit Xhaka;Men's;Player
3;Second;Cristiano Ronaldo;Captain;Switzerland;Granit Xhaka;Men's;Player
1;Third;Mohamed Salah;Captain;Switzerland;Granit Xhaka;Men's;Player
5;First;Mohamed Salah;Captain;Syria;Omar Alsomah;Men's;Player
3;Second;Cristiano Ronaldo;Captain;Syria;Omar Alsomah;Men's;Player
1;Third;Kylian Mbappé;Captain;Syria;Omar Alsomah;Men's;Player
5;First;Lionel Messi;Captain;Tahiti;Teaonui Tehau;Men's;Player
3;Second;Robert Lewandowski;Captain;Tahiti;Teaonui Tehau;Men's;Player
1;Third;Kylian Mbappé;Captain;Tahiti;Teaonui Tehau;Men's;Player
5;First;Robert Lewandowski;Captain;Tajikistan;Akhtam Nazarov;Men's;Player
3;Second;Cristiano Ronaldo;Captain;Tajikistan;Akhtam Nazarov;Men's;Player
1;Third;Lionel Messi;Captain;Tajikistan;Akhtam Nazarov;Men's;Player
5;First;Robert Lewandowski;Captain;Tanzania;Mbwana Samatta;Men's;Player
3;Second;Sadio Mané;Captain;Tanzania;Mbwana Samatta;Men's;Player
1;Third;Cristiano Ronaldo;Captain;Tanzania;Mbwana Samatta;Men's;Player
5;First;Robert Lewandowski;Captain;Thailand;Manuel Tom Bihr;Men's;Player
3;Second;Cristiano Ronaldo;Captain;Thailand;Manuel Tom Bihr;Men's;Player
1;Third;Sadio Mané;Captain;Thailand;Manuel Tom Bihr;Men's;Player
5;First;Lionel Messi;Captain;Timor-Leste;Joao Pedro Da Silva Freitas;Men's;Player
3;Second;Robert Lewandowski;Captain;Timor-Leste;Joao Pedro Da Silva Freitas;Men's;Player
1;Third;Thiago Alcântara;Captain;Timor-Leste;Joao Pedro Da Silva Freitas;Men's;Player
5;First;Sadio Mané;Captain;Togo;Dakonam Ortega Djene;Men's;Player
3;Second;Robert Lewandowski;Captain;Togo;Dakonam Ortega Djene;Men's;Player
1;Third;Mohamed Salah;Captain;Togo;Dakonam Ortega Djene;Men's;Player
5;First;Cristiano Ronaldo;Captain;Tonga;Sione Ongo I Vaha Uhatahi;Men's;Player
3;Second;Virgil van Dijk;Captain;Tonga;Sione Ongo I Vaha Uhatahi;Men's;Player
1;Third;Sadio Mané;Captain;Tonga;Sione Ongo I Vaha Uhatahi;Men's;Player
5;First;Robert Lewandowski;Captain;Trinidad and Tobago;Khaleem Hyland;Men's;Player
3;Second;Thiago Alcântara;Captain;Trinidad and Tobago;Khaleem Hyland;Men's;Player
1;Third;Cristiano Ronaldo;Captain;Trinidad and Tobago;Khaleem Hyland;Men's;Player
5;First;Mohamed Salah;Captain;Tunisia;Youssef Msakni;Men's;Player
3;Second;Lionel Messi;Captain;Tunisia;Youssef Msakni;Men's;Player
1;Third;Cristiano Ronaldo;Captain;Tunisia;Youssef Msakni;Men's;Player
5;First;Robert Lewandowski;Captain;Turkey;Burak Yilmaz;Men's;Player
3;Second;Cristiano Ronaldo;Captain;Turkey;Burak Yilmaz;Men's;Player
1;Third;Virgil van Dijk;Captain;Turkey;Burak Yilmaz;Men's;Player
5;First;Lionel Messi;Captain;Turkmenistan;Arslan Amanov;Men's;Player
3;Second;Robert Lewandowski;Captain;Turkmenistan;Arslan Amanov;Men's;Player
1;Third;Cristiano Ronaldo;Captain;Turkmenistan;Arslan Amanov;Men's;Player
5;First;Cristiano Ronaldo;Captain;Turks and Caicos Islands;Billy Forbes;Men's;Player
3;Second;Robert Lewandowski;Captain;Turks and Caicos Islands;Billy Forbes;Men's;Player
1;Third;Lionel Messi;Captain;Turks and Caicos Islands;Billy Forbes;Men's;Player
5;First;Mohamed Salah;Captain;Uganda;Denis Onyango;Men's;Player
3;Second;Sadio Mané;Captain;Uganda;Denis Onyango;Men's;Player
1;Third;Robert Lewandowski;Captain;Uganda;Denis Onyango;Men's;Player
5;First;Robert Lewandowski;Captain;Ukraine;Andriy Pyatov;Men's;Player
3;Second;Kevin De Bruyne;Captain;Ukraine;Andriy Pyatov;Men's;Player
1;Third;Virgil van Dijk;Captain;Ukraine;Andriy Pyatov;Men's;Player
5;First;Cristiano Ronaldo;Captain;United Arab Emirates;Ali Alhosani;Men's;Player
3;Second;Robert Lewandowski;Captain;United Arab Emirates;Ali Alhosani;Men's;Player
1;Third;Mohamed Salah;Captain;United Arab Emirates;Ali Alhosani;Men's;Player
5;First;Lionel Messi;Captain;Uruguay;Diego Roberto Godin Leal;Men's;Player
3;Second;Robert Lewandowski;Captain;Uruguay;Diego Roberto Godin Leal;Men's;Player
1;Third;Neymar;Captain;Uruguay;Diego Roberto Godin Leal;Men's;Player
5;First;Robert Lewandowski;Captain;US Virgin Islands;James Mack;Men's;Player
3;Second;Virgil van Dijk;Captain;US Virgin Islands;James Mack;Men's;Player
1;Third;Kevin De Bruyne;Captain;US Virgin Islands;James Mack;Men's;Player
5;First;Robert Lewandowski;Captain;USA;Tim Ream;Men's;Player
3;Second;Cristiano Ronaldo;Captain;USA;Tim Ream;Men's;Player
1;Third;Kevin De Bruyne;Captain;USA;Tim Ream;Men's;Player
5;First;Lionel Messi;Captain;Uzbekistan;Odil Akhmedov;Men's;Player
3;Second;Mohamed Salah;Captain;Uzbekistan;Odil Akhmedov;Men's;Player
1;Third;Robert Lewandowski;Captain;Uzbekistan;Odil Akhmedov;Men's;Player
5;First;Cristiano Ronaldo;Captain;Vanuatu;Brian Kaltak;Men's;Player
3;Second;Lionel Messi;Captain;Vanuatu;Brian Kaltak;Men's;Player
1;Third;Neymar;Captain;Vanuatu;Brian Kaltak;Men's;Player
5;First;Robert Lewandowski;Captain;Venezuela;Tomas Rincon;Men's;Player
3;Second;Lionel Messi;Captain;Venezuela;Tomas Rincon;Men's;Player
1;Third;Cristiano Ronaldo;Captain;Venezuela;Tomas Rincon;Men's;Player
5;First;Robert Lewandowski;Captain;Vietnam;Ngoc Hai Que;Men's;Player
3;Second;Sergio Ramos;Captain;Vietnam;Ngoc Hai Que;Men's;Player
1;Third;Kevin De Bruyne;Captain;Vietnam;Ngoc Hai Que;Men's;Player
5;First;Robert Lewandowski;Captain;Wales;Gareth Bale;Men's;Player
3;Second;Thiago Alcântara;Captain;Wales;Gareth Bale;Men's;Player
1;Third;Sadio Mané;Captain;Wales;Gareth Bale;Men's;Player
5;First;Robert Lewandowski;Captain;Yemen;Abdulwase Almatri;Men's;Player
3;Second;Thiago Alcântara;Captain;Yemen;Abdulwase Almatri;Men's;Player
1;Third;Kylian Mbappé;Captain;Yemen;Abdulwase Almatri;Men's;Player
5;First;Lionel Messi;Captain;Zambia;Lubambo Musonda;Men's;Player
3;Second;Robert Lewandowski;Captain;Zambia;Lubambo Musonda;Men's;Player
1;Third;Sadio Mané;Captain;Zambia;Lubambo Musonda;Men's;Player
5;First;Robert Lewandowski;Captain;Zimbabwe;Knowledge Musona;Men's;Player
3;Second;Kevin De Bruyne;Captain;Zimbabwe;Knowledge Musona;Men's;Player
1;Third;Cristiano Ronaldo;Captain;Zimbabwe;Knowledge Musona;Men's;Player
5;First;Robert Lewandowski;Coach;Afghanistan;Anoush Dastgir;Men's;Player
3;Second;Virgil van Dijk;Coach;Afghanistan;Anoush Dastgir;Men's;Player
1;Third;Kevin De Bruyne;Coach;Afghanistan;Anoush Dastgir;Men's;Player
5;First;Robert Lewandowski;Coach;Albania;Edoardo Reja;Men's;Player
3;Second;Cristiano Ronaldo;Coach;Albania;Edoardo Reja;Men's;Player
1;Third;Kylian Mbappé;Coach;Albania;Edoardo Reja;Men's;Player
5;First;Robert Lewandowski;Coach;Algeria;Djamel Belmadi;Men's;Player
3;Second;Cristiano Ronaldo;Coach;Algeria;Djamel Belmadi;Men's;Player
1;Third;Sadio Mané;Coach;Algeria;Djamel Belmadi;Men's;Player
5;First;Cristiano Ronaldo;Coach;American Samoa;Tunoa Liu;Men's;Player
3;Second;Lionel Messi;Coach;American Samoa;Tunoa Liu;Men's;Player
1;Third;Kylian Mbappé;Coach;American Samoa;Tunoa Liu;Men's;Player
5;First;Lionel Messi;Coach;Andorra;Koldo Alvarez De Eulate Guergué;Men's;Player
3;Second;Robert Lewandowski;Coach;Andorra;Koldo Alvarez De Eulate Guergué;Men's;Player
1;Third;Kylian Mbappé;Coach;Andorra;Koldo Alvarez De Eulate Guergué;Men's;Player
5;First;Cristiano Ronaldo;Coach;Angola;Pedro Valdemar Soares Gonçalves;Men's;Player
3;Second;Robert Lewandowski;Coach;Angola;Pedro Valdemar Soares Gonçalves;Men's;Player
1;Third;Sadio Mané;Coach;Angola;Pedro Valdemar Soares Gonçalves;Men's;Player
5;First;Lionel Messi;Coach;Anguilla;Nigel Connor;Men's;Player
3;Second;Neymar;Coach;Anguilla;Nigel Connor;Men's;Player
1;Third;Virgil van Dijk;Coach;Anguilla;Nigel Connor;Men's;Player
5;First;Virgil van Dijk;Coach;Antigua and Barbuda;Daryl Michael;Men's;Player
3;Second;Robert Lewandowski;Coach;Antigua and Barbuda;Daryl Michael;Men's;Player
1;Third;Sadio Mané;Coach;Antigua and Barbuda;Daryl Michael;Men's;Player
5;First;Sadio Mané;Coach;Argentina;Lionel Scaloni;Men's;Player
3;Second;Lionel Messi;Coach;Argentina;Lionel Scaloni;Men's;Player
1;Third;Neymar;Coach;Argentina;Lionel Scaloni;Men's;Player
5;First;Sergio Ramos;Coach;Armenia;Joaquín Jesús Caparros Camino;Men's;Player
3;Second;Robert Lewandowski;Coach;Armenia;Joaquín Jesús Caparros Camino;Men's;Player
1;Third;Lionel Messi;Coach;Armenia;Joaquín Jesús Caparros Camino;Men's;Player
5;First;Robert Lewandowski;Coach;Aruba;Marvic Bermudez;Men's;Player
3;Second;Kevin De Bruyne;Coach;Aruba;Marvic Bermudez;Men's;Player
1;Third;Thiago Alcântara;Coach;Aruba;Marvic Bermudez;Men's;Player
5;First;Virgil van Dijk;Coach;Australia;Graham Arnold;Men's;Player
3;Second;Robert Lewandowski;Coach;Australia;Graham Arnold;Men's;Player
1;Third;Cristiano Ronaldo;Coach;Australia;Graham Arnold;Men's;Player
5;First;Robert Lewandowski;Coach;Austria;Franco Foda;Men's;Player
3;Second;Cristiano Ronaldo;Coach;Austria;Franco Foda;Men's;Player
1;Third;Virgil van Dijk;Coach;Austria;Franco Foda;Men's;Player
5;First;Robert Lewandowski;Coach;Azerbaijan;Giovanni De Biasi;Men's;Player
3;Second;Mohamed Salah;Coach;Azerbaijan;Giovanni De Biasi;Men's;Player
1;Third;Kevin De Bruyne;Coach;Azerbaijan;Giovanni De Biasi;Men's;Player
5;First;Robert Lewandowski;Coach;Bahamas;Nesly Jean;Men's;Player
3;Second;Sadio Mané;Coach;Bahamas;Nesly Jean;Men's;Player
1;Third;Kevin De Bruyne;Coach;Bahamas;Nesly Jean;Men's;Player
5;First;Cristiano Ronaldo;Coach;Bahrain;Hélio Filipe Dias Sousa;Men's;Player
3;Second;Robert Lewandowski;Coach;Bahrain;Hélio Filipe Dias Sousa;Men's;Player
1;Third;Thiago Alcântara;Coach;Bahrain;Hélio Filipe Dias Sousa;Men's;Player
5;First;Cristiano Ronaldo;Coach;Bangladesh;Jamie Day;Men's;Player
3;Second;Lionel Messi;Coach;Bangladesh;Jamie Day;Men's;Player
1;Third;Sergio Ramos;Coach;Bangladesh;Jamie Day;Men's;Player
5;First;Sadio Mané;Coach;Barbados;Russell Latapy;Men's;Player
3;Second;Mohamed Salah;Coach;Barbados;Russell Latapy;Men's;Player
1;Third;Virgil van Dijk;Coach;Barbados;Russell Latapy;Men's;Player
5;First;Robert Lewandowski;Coach;Belarus;Mikhail Markhel;Men's;Player
3;Second;Lionel Messi;Coach;Belarus;Mikhail Markhel;Men's;Player
1;Third;Kevin De Bruyne;Coach;Belarus;Mikhail Markhel;Men's;Player
5;First;Kevin De Bruyne;Coach;Belgium;Roberto Martínez;Men's;Player
3;Second;Robert Lewandowski;Coach;Belgium;Roberto Martínez;Men's;Player
1;Third;Thiago Alcântara;Coach;Belgium;Roberto Martínez;Men's;Player
5;First;Cristiano Ronaldo;Coach;Belize;Dale Pelayo;Men's;Player
3;Second;Lionel Messi;Coach;Belize;Dale Pelayo;Men's;Player
1;Third;Neymar;Coach;Belize;Dale Pelayo;Men's;Player
5;First;Sadio Mané;Coach;Benin;Michel Dussuyer;Men's;Player
3;Second;Kylian Mbappé;Coach;Benin;Michel Dussuyer;Men's;Player
1;Third;Robert Lewandowski;Coach;Benin;Michel Dussuyer;Men's;Player
5;First;Sadio Mané;Coach;Bermuda;Kyle Lightbourne;Men's;Player
3;Second;Robert Lewandowski;Coach;Bermuda;Kyle Lightbourne;Men's;Player
1;Third;Kylian Mbappé;Coach;Bermuda;Kyle Lightbourne;Men's;Player
5;First;Kylian Mbappé;Coach;Bhutan;Pema Dorji;Men's;Player
3;Second;Cristiano Ronaldo;Coach;Bhutan;Pema Dorji;Men's;Player
1;Third;Robert Lewandowski;Coach;Bhutan;Pema Dorji;Men's;Player
5;First;Robert Lewandowski;Coach;Bolivia;Cesar Alejandro Farias Acosta;Men's;Player
3;Second;Kylian Mbappé;Coach;Bolivia;Cesar Alejandro Farias Acosta;Men's;Player
1;Third;Cristiano Ronaldo;Coach;Bolivia;Cesar Alejandro Farias Acosta;Men's;Player
5;First;Robert Lewandowski;Coach;Bosnia and Herzegovina;Dusko Bajevic;Men's;Player
3;Second;Sadio Mané;Coach;Bosnia and Herzegovina;Dusko Bajevic;Men's;Player
1;Third;Cristiano Ronaldo;Coach;Bosnia and Herzegovina;Dusko Bajevic;Men's;Player
5;First;Neymar;Coach;Brazil;Adenor Bachi;Men's;Player
3;Second;Robert Lewandowski;Coach;Brazil;Adenor Bachi;Men's;Player
1;Third;Kevin De Bruyne;Coach;Brazil;Adenor Bachi;Men's;Player
5;First;Kevin De Bruyne;Coach;British Virgin Islands;Daniel Neville;Men's;Player
3;Second;Sergio Ramos;Coach;British Virgin Islands;Daniel Neville;Men's;Player
1;Third;Mohamed Salah;Coach;British Virgin Islands;Daniel Neville;Men's;Player
5;First;Thiago Alcântara;Coach;Brunei Darussalam;Aminuddin Jumat;Men's;Player
3;Second;Kevin De Bruyne;Coach;Brunei Darussalam;Aminuddin Jumat;Men's;Player
1;Third;Sadio Mané;Coach;Brunei Darussalam;Aminuddin Jumat;Men's;Player
5;First;Robert Lewandowski;Coach;Bulgaria;Georgi Dermendzhiev;Men's;Player
3;Second;Virgil van Dijk;Coach;Bulgaria;Georgi Dermendzhiev;Men's;Player
1;Third;Mohamed Salah;Coach;Bulgaria;Georgi Dermendzhiev;Men's;Player
5;First;Robert Lewandowski;Coach;Burkina Faso;Kamou Malo;Men's;Player
3;Second;Sadio Mané;Coach;Burkina Faso;Kamou Malo;Men's;Player
1;Third;Kylian Mbappé;Coach;Burkina Faso;Kamou Malo;Men's;Player
5;First;Robert Lewandowski;Coach;Burundi;Jimmy Ndayizeye;Men's;Player
3;Second;Sadio Mané;Coach;Burundi;Jimmy Ndayizeye;Men's;Player
1;Third;Virgil van Dijk;Coach;Burundi;Jimmy Ndayizeye;Men's;Player
5;First;Lionel Messi;Coach;Cabo Verde;Pedro Leitão Brito;Men's;Player
3;Second;Neymar;Coach;Cabo Verde;Pedro Leitão Brito;Men's;Player
1;Third;Kevin De Bruyne;Coach;Cabo Verde;Pedro Leitão Brito;Men's;Player
5;First;Lionel Messi;Coach;Cambodia;Felix Agustin Gonzalez Dalmas;Men's;Player
3;Second;Neymar;Coach;Cambodia;Felix Agustin Gonzalez Dalmas;Men's;Player
1;Third;Thiago Alcântara;Coach;Cambodia;Felix Agustin Gonzalez Dalmas;Men's;Player
5;First;Cristiano Ronaldo;Coach;Cameroon;António Conceição Oliveira;Men's;Player
3;Second;Kylian Mbappé;Coach;Cameroon;António Conceição Oliveira;Men's;Player
1;Third;Lionel Messi;Coach;Cameroon;António Conceição Oliveira;Men's;Player
5;First;Sergio Ramos;Coach;Sweden;Jan Andersson;Men's;Player
3;Second;Kevin De Bruyne;Coach;Sweden;Jan Andersson;Men's;Player
1;Third;Virgil van Dijk;Coach;Sweden;Jan Andersson;Men's;Player
5;First;Robert Lewandowski;Coach;Switzerland;Vladimir Petkovic;Men's;Player
3;Second;Sergio Ramos;Coach;Switzerland;Vladimir Petkovic;Men's;Player
1;Third;Virgil van Dijk;Coach;Switzerland;Vladimir Petkovic;Men's;Player
5;First;Mohamed Salah;Coach;Syria;Nabil Maaloul;Men's;Player
3;Second;Sadio Mané;Coach;Syria;Nabil Maaloul;Men's;Player
1;Third;Robert Lewandowski;Coach;Syria;Nabil Maaloul;Men's;Player
5;First;Sadio Mané;Coach;Tahiti;Samuel Garcia;Men's;Player
3;Second;Kevin De Bruyne;Coach;Tahiti;Samuel Garcia;Men's;Player
1;Third;Lionel Messi;Coach;Tahiti;Samuel Garcia;Men's;Player
5;First;Mohamed Salah;Coach;Tajikistan;Usmon Toshev;Men's;Player
3;Second;Sergio Ramos;Coach;Tajikistan;Usmon Toshev;Men's;Player
1;Third;Robert Lewandowski;Coach;Tajikistan;Usmon Toshev;Men's;Player
5;First;Sadio Mané;Coach;Tanzania;Ndayiragije Ettienne;Men's;Player
3;Second;Mohamed Salah;Coach;Tanzania;Ndayiragije Ettienne;Men's;Player
1;Third;Robert Lewandowski;Coach;Tanzania;Ndayiragije Ettienne;Men's;Player
5;First;Robert Lewandowski;Coach;Thailand;Akira Nishino;Men's;Player
3;Second;Lionel Messi;Coach;Thailand;Akira Nishino;Men's;Player
1;Third;Thiago Alcântara;Coach;Thailand;Akira Nishino;Men's;Player
5;First;Virgil van Dijk;Coach;Tonga;Mark Bell Uhatahi;Men's;Player
3;Second;Cristiano Ronaldo;Coach;Tonga;Mark Bell Uhatahi;Men's;Player
1;Third;Robert Lewandowski;Coach;Tonga;Mark Bell Uhatahi;Men's;Player
5;First;Kevin De Bruyne;Coach;Trinidad and Tobago;Terry Fenwick;Men's;Player
3;Second;Kylian Mbappé;Coach;Trinidad and Tobago;Terry Fenwick;Men's;Player
1;Third;Virgil van Dijk;Coach;Trinidad and Tobago;Terry Fenwick;Men's;Player
5;First;Mohamed Salah;Coach;Tunisia;Mondher Kebaier;Men's;Player
3;Second;Kylian Mbappé;Coach;Tunisia;Mondher Kebaier;Men's;Player
1;Third;Sadio Mané;Coach;Tunisia;Mondher Kebaier;Men's;Player
5;First;Robert Lewandowski;Coach;Turkey;Senol Gunes;Men's;Player
3;Second;Mohamed Salah;Coach;Turkey;Senol Gunes;Men's;Player
1;Third;Sadio Mané;Coach;Turkey;Senol Gunes;Men's;Player
5;First;Sadio Mané;Coach;Turks and Caicos Islands;Omar Edwards;Men's;Player
3;Second;Kevin De Bruyne;Coach;Turks and Caicos Islands;Omar Edwards;Men's;Player
1;Third;Robert Lewandowski;Coach;Turks and Caicos Islands;Omar Edwards;Men's;Player
5;First;Sadio Mané;Coach;Uganda;Johnathan Mckinstry;Men's;Player
3;Second;Robert Lewandowski;Coach;Uganda;Johnathan Mckinstry;Men's;Player
1;Third;Mohamed Salah;Coach;Uganda;Johnathan Mckinstry;Men's;Player
5;First;Robert Lewandowski;Coach;Ukraine;Andriy Shevchenko;Men's;Player
3;Second;Thiago Alcântara;Coach;Ukraine;Andriy Shevchenko;Men's;Player
1;Third;Virgil van Dijk;Coach;Ukraine;Andriy Shevchenko;Men's;Player
5;First;Kevin De Bruyne;Coach;United Arab Emirates;Jorje Luis Pinto;Men's;Player
3;Second;Robert Lewandowski;Coach;United Arab Emirates;Jorje Luis Pinto;Men's;Player
1;Third;Lionel Messi;Coach;United Arab Emirates;Jorje Luis Pinto;Men's;Player
5;First;Robert Lewandowski;Coach;Uruguay;Oscar Tabárez;Men's;Player
3;Second;Sadio Mané;Coach;Uruguay;Oscar Tabárez;Men's;Player
1;Third;Lionel Messi;Coach;Uruguay;Oscar Tabárez;Men's;Player
5;First;Robert Lewandowski;Coach;US Virgin Islands;Gilberto Junior Damiano Maciel;Men's;Player
3;Second;Kylian Mbappé;Coach;US Virgin Islands;Gilberto Junior Damiano Maciel;Men's;Player
1;Third;Neymar;Coach;US Virgin Islands;Gilberto Junior Damiano Maciel;Men's;Player
5;First;Robert Lewandowski;Coach;USA;Gregg Berhalter;Men's;Player
3;Second;Sadio Mané;Coach;USA;Gregg Berhalter;Men's;Player
1;Third;Sergio Ramos;Coach;USA;Gregg Berhalter;Men's;Player
5;First;Lionel Messi;Coach;Uzbekistan;Vadim Abramov;Men's;Player
3;Second;Kevin De Bruyne;Coach;Uzbekistan;Vadim Abramov;Men's;Player
1;Third;Robert Lewandowski;Coach;Uzbekistan;Vadim Abramov;Men's;Player
5;First;Robert Lewandowski;Coach;Vanuatu;Etienne Mermer;Men's;Player
3;Second;Lionel Messi;Coach;Vanuatu;Etienne Mermer;Men's;Player
1;Third;Sadio Mané;Coach;Vanuatu;Etienne Mermer;Men's;Player
5;First;Cristiano Ronaldo;Coach;Venezuela;José Vitor Santos Peseiro;Men's;Player
3;Second;Neymar;Coach;Venezuela;José Vitor Santos Peseiro;Men's;Player
1;Third;Sadio Mané;Coach;Venezuela;José Vitor Santos Peseiro;Men's;Player
5;First;Kylian Mbappé;Coach;Vietnam;Hang Seo Park;Men's;Player
3;Second;Lionel Messi;Coach;Vietnam;Hang Seo Park;Men's;Player
1;Third;Neymar;Coach;Vietnam;Hang Seo Park;Men's;Player
5;First;Robert Lewandowski;Coach;Wales;Ryan Giggs;Men's;Player
3;Second;Virgil van Dijk;Coach;Wales;Ryan Giggs;Men's;Player
1;Third;Kevin De Bruyne;Coach;Wales;Ryan Giggs;Men's;Player
5;First;Cristiano Ronaldo;Coach;Yemen;Sami Hasan Alhadi Alnash;Men's;Player
3;Second;Neymar;Coach;Yemen;Sami Hasan Alhadi Alnash;Men's;Player
1;Third;Mohamed Salah;Coach;Yemen;Sami Hasan Alhadi Alnash;Men's;Player
5;First;Robert Lewandowski;Coach;Zambia;Milutin Sredojevic;Men's;Player
3;Second;Sadio Mané;Coach;Zambia;Milutin Sredojevic;Men's;Player
1;Third;Mohamed Salah;Coach;Zambia;Milutin Sredojevic;Men's;Player
5;First;Sadio Mané;Coach;Zimbabwe;Zdravko Logarusic;Men's;Player
3;Second;Robert Lewandowski;Coach;Zimbabwe;Zdravko Logarusic;Men's;Player
1;Third;Kylian Mbappé;Coach;Zimbabwe;Zdravko Logarusic;Men's;Player
5;First;Robert Lewandowski;Media;Afghanistan;Sayer Zaland;Men's;Player
3;Second;Cristiano Ronaldo;Media;Afghanistan;Sayer Zaland;Men's;Player
1;Third;Lionel Messi;Media;Afghanistan;Sayer Zaland;Men's;Player
5;First;Cristiano Ronaldo;Media;Albania;Dritan Shakohoxha;Men's;Player
3;Second;Lionel Messi;Media;Albania;Dritan Shakohoxha;Men's;Player
1;Third;Robert Lewandowski;Media;Albania;Dritan Shakohoxha;Men's;Player
5;First;Robert Lewandowski;Media;Algeria;Mohammed Rachid Belarbi;Men's;Player
3;Second;Neymar;Media;Algeria;Mohammed Rachid Belarbi;Men's;Player
1;Third;Sadio Mané;Media;Algeria;Mohammed Rachid Belarbi;Men's;Player
5;First;Robert Lewandowski;Media;Andorra;Victor Duaso Saludas;Men's;Player
3;Second;Kylian Mbappé;Media;Andorra;Victor Duaso Saludas;Men's;Player
1;Third;Thiago Alcântara;Media;Andorra;Victor Duaso Saludas;Men's;Player
5;First;Robert Lewandowski;Media;Angola;Geraldo Quiala;Men's;Player
3;Second;Kylian Mbappé;Media;Angola;Geraldo Quiala;Men's;Player
1;Third;Neymar;Media;Angola;Geraldo Quiala;Men's;Player
5;First;Robert Lewandowski;Media;Antigua and Barbuda;Astel Joseph;Men's;Player
3;Second;Cristiano Ronaldo;Media;Antigua and Barbuda;Astel Joseph;Men's;Player
1;Third;Mohamed Salah;Media;Antigua and Barbuda;Astel Joseph;Men's;Player
5;First;Robert Lewandowski;Media;Argentina;Héctor Claudio Mauri;Men's;Player
